t_rel_s,stamp_s,recv_s,latency_ms,gap_since_prev_ms,tx,ty
35.788,1788242765.24117,1788242764.34457,-896.6,107.86,7e-05,-0.00798
35.886,1788242765.344263,1788242764.442714,-901.548,98.145,7e-05,-0.00798
35.996,1788242765.447756,1788242764.552488,-895.268,109.773,7e-05,-0.00798
36.09,1788242765.550894,1788242764.647266,-903.627,94.779,7e-05,-0.00798
36.199,1788242765.653942,1788242764.755455,-898.487,108.189,7e-05,-0.00798
36.299,1788242765.757214,1788242764.855953,-901.261,100.498,7e-05,-0.00798
36.403,1788242765.861022,1788242764.959592,-901.43,103.639,7e-05,-0.00798
36.507,1788242765.963741,1788242765.063438,-900.303,103.846,7e-05,-0.00798
36.608,1788242766.066729,1788242765.165145,-901.584,101.707,7e-05,-0.00798
36.712,1788242766.169885,1788242765.268445,-901.44,103.301,7e-05,-0.00798
36.814,1788242766.273145,1788242765.370369,-902.776,101.923,7e-05,-0.00798
36.917,1788242766.376132,1788242765.473859,-902.273,103.49,7e-05,-0.00798
37.022,1788242766.479254,1788242765.578543,-900.711,104.684,7e-05,-0.00798
37.125,1788242766.582783,1788242765.681515,-901.268,102.972,7e-05,-0.00798
37.227,1788242766.686098,1788242765.783938,-902.161,102.423,7e-05,-0.00798
37.33,1788242766.788891,1788242765.886759,-902.132,102.821,7e-05,-0.00798
37.433,1788242766.892449,1788242765.989361,-903.088,102.602,7e-05,-0.00798
37.536,1788242766.995393,1788242766.093215,-902.178,103.854,7e-05,-0.00798
37.639,1788242767.098588,1788242766.196246,-902.343,103.031,7e-05,-0.00798
37.743,1788242767.201627,1788242766.299659,-901.969,103.413,7e-05,-0.00798
37.847,1788242767.305231,1788242766.40402,-901.211,104.362,7e-05,-0.00798
37.948,1788242767.408306,1788242766.504828,-903.478,100.808,7e-05,-0.00798
38.053,1788242767.511353,1788242766.609844,-901.508,105.016,7e-05,-0.00798
38.156,1788242767.61445,1788242766.713057,-901.394,103.212,7e-05,-0.00798
38.261,1788242767.717754,1788242766.818068,-899.686,105.011,7e-05,-0.00798
38.365,1788242767.820631,1788242766.921944,-898.687,103.877,7e-05,-0.00798
38.466,1788242767.924298,1788242767.022831,-901.467,100.887,7e-05,-0.00798
38.597,1788242768.028549,1788242767.153364,-875.185,130.533,7e-05,-0.00798
38.759,1788242768.130956,1788242767.316178,-814.778,162.814,7e-05,-0.00798
38.775,1788242768.233687,1788242767.331666,-902.022,15.488,7e-05,-0.00798
38.933,1788242768.336723,1788242767.489746,-846.977,158.08,7e-05,-0.00798
39.019,1788242768.440096,1788242767.57567,-864.426,85.925,7e-05,-0.00798
39.088,1788242768.543163,1788242767.644623,-898.54,68.953,7e-05,-0.00798
39.189,1788242768.646765,1788242767.745542,-901.223,100.919,7e-05,-0.00798
39.292,1788242768.749313,1788242767.84907,-900.243,103.528,7e-05,-0.00798
39.394,1788242768.852665,1788242767.950789,-901.876,101.72,7e-05,-0.00798
39.496,1788242768.955794,1788242768.052975,-902.819,102.185,7e-05,-0.00798
39.6,1788242769.058887,1788242768.157013,-901.874,104.038,7e-05,-0.00798
39.704,1788242769.16232,1788242768.260999,-901.321,103.986,7e-05,-0.00798
39.807,1788242769.265776,1788242768.364261,-901.515,103.262,7e-05,-0.00798
39.911,1788242769.369007,1788242768.467555,-901.451,103.294,7e-05,-0.00798
40.015,1788242769.47215,1788242768.571381,-900.768,103.826,7e-05,-0.00798
40.115,1788242769.57529,1788242768.672144,-903.146,100.763,7e-05,-0.00798
40.221,1788242769.678524,1788242768.777382,-901.143,105.238,7e-05,-0.00798
40.322,1788242769.78159,1788242768.878692,-902.897,101.31,7e-05,-0.00798
40.425,1788242769.884615,1788242768.981456,-903.159,102.763,7e-05,-0.00798
40.532,1788242769.987747,1788242769.088331,-899.416,106.876,7e-05,-0.00798
40.631,1788242770.091278,1788242769.18751,-903.768,99.178,7e-05,-0.00798
40.737,1788242770.194241,1788242769.294074,-900.167,106.565,7e-05,-0.00798
40.84,1788242770.297297,1788242769.396916,-900.381,102.842,7e-05,-0.00798
40.943,1788242770.400853,1788242769.499962,-900.891,103.046,7e-05,-0.00798
41.046,1788242770.50405,1788242769.602346,-901.705,102.384,7e-05,-0.00798
41.147,1788242770.606958,1788242769.704081,-902.876,101.736,7e-05,-0.00798
41.25,1788242770.710127,1788242769.806935,-903.192,102.854,7e-05,-0.00798
41.355,1788242770.813217,1788242769.911842,-901.375,104.908,7e-05,-0.00798
41.457,1788242770.91658,1788242770.014225,-902.354,102.383,7e-05,-0.00798
41.564,1788242771.01955,1788242770.120464,-899.085,106.239,7e-05,-0.00798
41.665,1788242771.122877,1788242770.221292,-901.584,100.828,7e-05,-0.00798
41.769,1788242771.226828,1788242770.325413,-901.415,104.12,7e-05,-0.00798
41.87,1788242771.330094,1788242770.426975,-903.119,101.562,7e-05,-0.00798
41.972,1788242771.432817,1788242770.528754,-904.063,101.779,7e-05,-0.00798
42.078,1788242771.535279,1788242770.635115,-900.164,106.361,7e-05,-0.00798
42.18,1788242771.638717,1788242770.736378,-902.34,101.263,7e-05,-0.00798
42.29,1788242771.741879,1788242770.846552,-895.327,110.174,7e-05,-0.00798
42.387,1788242771.84494,1788242770.944242,-900.698,97.69,7e-05,-0.00798
42.488,1788242771.949461,1788242771.044812,-904.649,100.57,7e-05,-0.00798
42.592,1788242772.051223,1788242771.148301,-902.921,103.489,7e-05,-0.00798
42.698,1788242772.154594,1788242771.254709,-899.884,106.408,7e-05,-0.00798
42.798,1788242772.259669,1788242771.355136,-904.533,100.427,7e-05,-0.00798
42.904,1788242772.361308,1788242771.460937,-900.37,105.801,7e-05,-0.00798
43.006,1788242772.464443,1788242771.562753,-901.69,101.816,7e-05,-0.00798
43.109,1788242772.567594,1788242771.666156,-901.438,103.403,7e-05,-0.00798
43.269,1788242772.670837,1788242771.825583,-845.254,159.427,7e-05,-0.00798
43.372,1788242772.773635,1788242771.929194,-844.44,103.611,7e-05,-0.00798
43.432,1788242772.876629,1788242771.988836,-887.794,59.641,7e-05,-0.00798
43.523,1788242772.979825,1788242772.079492,-900.333,90.657,7e-05,-0.00798
43.626,1788242773.083453,1788242772.18259,-900.862,103.098,7e-05,-0.00798
43.727,1788242773.186631,1788242772.283363,-903.268,100.773,7e-05,-0.00798
43.846,1788242773.290087,1788242772.402804,-887.284,119.44,7e-05,-0.00798
43.951,1788242773.392866,1788242772.507546,-885.32,104.742,7e-05,-0.00798
44.037,1788242773.495808,1788242772.59386,-901.948,86.314,7e-05,-0.00798
44.143,1788242773.599201,1788242772.699723,-899.478,105.863,7e-05,-0.00798
44.246,1788242773.702871,1788242772.802294,-900.577,102.571,7e-05,-0.00798
44.353,1788242773.806215,1788242772.909675,-896.54,107.381,7e-05,-0.00798
44.451,1788242773.909107,1788242773.007579,-901.529,97.903,7e-05,-0.00798
44.554,1788242774.01255,1788242773.110284,-902.266,102.705,7e-05,-0.00798
44.655,1788242774.11527,1788242773.212223,-903.048,101.939,7e-05,-0.00798
44.76,1788242774.218549,1788242773.31699,-901.559,104.768,7e-05,-0.00798
44.869,1788242774.321651,1788242773.425907,-895.744,108.917,7e-05,-0.00798
44.967,1788242774.425219,1788242773.523546,-901.673,97.639,7e-05,-0.00798
45.069,1788242774.528323,1788242773.626168,-902.156,102.621,7e-05,-0.00798
45.172,1788242774.631553,1788242773.729121,-902.433,102.953,7e-05,-0.00798
45.275,1788242774.734633,1788242773.832088,-902.545,102.967,7e-05,-0.00798
45.378,1788242774.837949,1788242773.934592,-903.357,102.504,7e-05,-0.00798
45.481,1788242774.940926,1788242774.037741,-903.184,103.15,7e-05,-0.00798
45.59,1788242775.04425,1788242774.147269,-896.981,109.527,7e-05,-0.00798
45.693,1788242775.149276,1788242774.249718,-899.558,102.45,7e-05,-0.00798
45.802,1788242775.250855,1788242774.358435,-892.42,108.717,7e-05,-0.00798
45.9,1788242775.353314,1788242774.457229,-896.085,98.794,7e-05,-0.00798
46.0,1788242775.456487,1788242774.55646,-900.027,99.231,7e-05,-0.00798
46.103,1788242775.559777,1788242774.659713,-900.064,103.254,7e-05,-0.00798
46.203,1788242775.662835,1788242774.76012,-902.715,100.407,7e-05,-0.00798
46.335,1788242775.766655,1788242774.891466,-875.19,131.346,7e-05,-0.00798
46.412,1788242775.870077,1788242774.968421,-901.656,76.955,7e-05,-0.00798
46.517,1788242775.973461,1788242775.074127,-899.334,105.707,7e-05,-0.00798
46.618,1788242776.076546,1788242775.174557,-901.989,100.429,7e-05,-0.00798
46.722,1788242776.179673,1788242775.279089,-900.584,104.532,7e-05,-0.00798
46.826,1788242776.282705,1788242775.382628,-900.077,103.539,7e-05,-0.00798
46.928,1788242776.386122,1788242775.484792,-901.33,102.164,7e-05,-0.00798
47.03,1788242776.489243,1788242775.586544,-902.699,101.752,7e-05,-0.00798
47.133,1788242776.592421,1788242775.689343,-903.078,102.799,7e-05,-0.00798
47.237,1788242776.695487,1788242775.79389,-901.597,104.547,7e-05,-0.00798
47.346,1788242776.798696,1788242775.902703,-895.993,108.812,7e-05,-0.00798
47.442,1788242776.902568,1788242775.99913,-903.438,96.427,7e-05,-0.00798
47.548,1788242777.005744,1788242776.104657,-901.086,105.528,7e-05,-0.00798
47.651,1788242777.109078,1788242776.208158,-900.92,103.501,7e-05,-0.00798
47.758,1788242777.212706,1788242776.314726,-897.98,106.568,7e-05,-0.00798
47.856,1788242777.315169,1788242776.413007,-902.162,98.281,7e-05,-0.00798
47.958,1788242777.418473,1788242776.515112,-903.361,102.105,7e-05,-0.00798
48.064,1788242777.52144,1788242776.621189,-900.251,106.076,7e-05,-0.00798
48.17,1788242777.625128,1788242776.726927,-898.201,105.739,7e-05,-0.00798
48.271,1788242777.729476,1788242776.82757,-901.906,100.643,7e-05,-0.00798
48.372,1788242777.831486,1788242776.928395,-903.091,100.825,7e-05,-0.00798
48.475,1788242777.934614,1788242777.03196,-902.654,103.564,7e-05,-0.00798
48.578,1788242778.037708,1788242777.134894,-902.813,102.935,7e-05,-0.00798
48.687,1788242778.140771,1788242777.243306,-897.465,108.412,7e-05,-0.00798
48.789,1788242778.244839,1788242777.345984,-898.855,102.678,7e-05,-0.00798
48.895,1788242778.347827,1788242777.451901,-895.926,105.917,7e-05,-0.00798
48.993,1788242778.450958,1788242777.549428,-901.531,97.527,7e-05,-0.00798
49.099,1788242778.554048,1788242777.655303,-898.746,105.875,7e-05,-0.00798
49.202,1788242778.657771,1788242777.758717,-899.055,103.414,7e-05,-0.00798
49.304,1788242778.760474,1788242777.860324,-900.15,101.607,7e-05,-0.00798
49.408,1788242778.863652,1788242777.964957,-898.695,104.633,7e-05,-0.00798
49.512,1788242778.967331,1788242778.069035,-898.296,104.078,7e-05,-0.00798
49.614,1788242779.070291,1788242778.170395,-899.895,101.361,7e-05,-0.00798
49.721,1788242779.173553,1788242778.277995,-895.557,107.6,7e-05,-0.00798
49.819,1788242779.276767,1788242778.37537,-901.397,97.375,7e-05,-0.00798
49.921,1788242779.379808,1788242778.477968,-901.841,102.597,7e-05,-0.00798
50.03,1788242779.482877,1788242778.586343,-896.535,108.375,7e-05,-0.00798
50.127,1788242779.586383,1788242778.684253,-902.131,97.91,7e-05,-0.00798
50.231,1788242779.689348,1788242778.788066,-901.282,103.814,7e-05,-0.00798
50.334,1788242779.792312,1788242778.890823,-901.489,102.757,7e-05,-0.00798
50.438,1788242779.895527,1788242778.994733,-900.795,103.91,7e-05,-0.00798
50.543,1788242779.998762,1788242779.099385,-899.377,104.652,7e-05,-0.00798
50.645,1788242780.101859,1788242779.201869,-899.99,102.485,7e-05,-0.00798
50.751,1788242780.205225,1788242779.308037,-897.188,106.168,7e-05,-0.00798
50.852,1788242780.309267,1788242779.40886,-900.407,100.823,7e-05,-0.00798
50.952,1788242780.411847,1788242779.509268,-902.579,100.408,7e-05,-0.00798
51.056,1788242780.514791,1788242779.613269,-901.522,104.002,7e-05,-0.00798
51.159,1788242780.617491,1788242779.715308,-902.184,102.039,7e-05,-0.00798
51.267,1788242780.721085,1788242779.823305,-897.78,107.997,7e-05,-0.00798
51.368,1788242780.824963,1788242779.92495,-900.013,101.645,7e-05,-0.00798
51.469,1788242780.927958,1788242780.026162,-901.797,101.212,7e-05,-0.00798
51.575,1788242781.031119,1788242780.131446,-899.673,105.284,7e-05,-0.00798
51.676,1788242781.13431,1788242780.23233,-901.981,100.884,7e-05,-0.00798
51.778,1788242781.237146,1788242780.334751,-902.395,102.421,7e-05,-0.00798
51.886,1788242781.340344,1788242780.442337,-898.007,107.586,7e-05,-0.00798
51.985,1788242781.443387,1788242780.541437,-901.95,99.1,7e-05,-0.00798
52.089,1788242781.546647,1788242780.645881,-900.766,104.444,7e-05,-0.00798
52.193,1788242781.651158,1788242780.749967,-901.191,104.086,7e-05,-0.00798
52.294,1788242781.752924,1788242780.850859,-902.065,100.892,7e-05,-0.00798
52.4,1788242781.856028,1788242780.956537,-899.491,105.678,7e-05,-0.00798
52.534,1788242781.959614,1788242781.090816,-868.798,134.28,7e-05,-0.00798
52.605,1788242782.062592,1788242781.161707,-900.886,70.89,7e-05,-0.00798
52.707,1788242782.166628,1788242781.264188,-902.44,102.481,7e-05,-0.00798
52.811,1788242782.269363,1788242781.368076,-901.287,103.889,7e-05,-0.00798
52.913,1788242782.372492,1788242781.470176,-902.315,102.1,7e-05,-0.00798
53.018,1788242782.475531,1788242781.574605,-900.926,104.429,7e-05,-0.00798
53.123,1788242782.578985,1788242781.679682,-899.304,105.076,7e-05,-0.00798
53.227,1788242782.682015,1788242781.784002,-898.014,104.32,7e-05,-0.00798
53.326,1788242782.785494,1788242781.882494,-903.0,98.492,7e-05,-0.00798
53.428,1788242782.888715,1788242781.985142,-903.573,102.648,7e-05,-0.00798
53.532,1788242782.991644,1788242782.089178,-902.466,104.035,7e-05,-0.00798
53.637,1788242783.094907,1788242782.193628,-901.279,104.45,7e-05,-0.00798
53.741,1788242783.198111,1788242782.298212,-899.899,104.584,7e-05,-0.00798
53.844,1788242783.301158,1788242782.40072,-900.438,102.508,7e-05,-0.00798
53.945,1788242783.404268,1788242782.502208,-902.06,101.488,7e-05,-0.00798
54.051,1788242783.50783,1788242782.607366,-900.465,105.158,7e-05,-0.00798
54.151,1788242783.611536,1788242782.707821,-903.715,100.455,7e-05,-0.00798
54.282,1788242783.714207,1788242782.838367,-875.84,130.546,7e-05,-0.00798
54.361,1788242783.817436,1788242782.917545,-899.89,79.178,7e-05,-0.00798
54.463,1788242783.920625,1788242783.019446,-901.179,101.901,7e-05,-0.00798
54.567,1788242784.023928,1788242783.124202,-899.726,104.756,7e-05,-0.00798
54.671,1788242784.128305,1788242783.227682,-900.623,103.479,7e-05,-0.00798
54.772,1788242784.230324,1788242783.329106,-901.218,101.424,7e-05,-0.00798
54.873,1788242784.333217,1788242783.429593,-903.624,100.487,7e-05,-0.00798
55.013,1788242784.436239,1788242783.570059,-866.179,140.466,7e-05,-0.00798
55.12,1788242784.541127,1788242783.676448,-864.679,106.389,7e-05,-0.00798
55.216,1788242784.642647,1788242783.772366,-870.281,95.918,7e-05,-0.00798
55.287,1788242784.746228,1788242783.843643,-902.585,71.277,7e-05,-0.00798
55.394,1788242784.849309,1788242783.950351,-898.958,106.708,7e-05,-0.00798
55.493,1788242784.952437,1788242784.049379,-903.057,99.028,7e-05,-0.00798
55.597,1788242785.055709,1788242784.153653,-902.056,104.274,7e-05,-0.00798
55.701,1788242785.158783,1788242784.257307,-901.476,103.654,7e-05,-0.00798
55.804,1788242785.261994,1788242784.360409,-901.585,103.102,7e-05,-0.00798
55.906,1788242785.365049,1788242784.462542,-902.507,102.133,7e-05,-0.00798
56.008,1788242785.468151,1788242784.564865,-903.286,102.323,7e-05,-0.00798
56.115,1788242785.571167,1788242784.671392,-899.775,106.527,7e-05,-0.00798
56.215,1788242785.674843,1788242784.77214,-902.703,100.748,7e-05,-0.00798
56.319,1788242785.777816,1788242784.876137,-901.679,103.997,7e-05,-0.00798
56.425,1788242785.880771,1788242784.981655,-899.115,105.519,7e-05,-0.00798
56.526,1788242785.984704,1788242785.082793,-901.91,101.138,7e-05,-0.00798
56.629,1788242786.087326,1788242785.185562,-901.765,102.768,7e-05,-0.00798
56.733,1788242786.190459,1788242785.289971,-900.489,104.409,7e-05,-0.00798
56.839,1788242786.29362,1788242785.395357,-898.263,105.386,7e-05,-0.00798
56.938,1788242786.396639,1788242785.494502,-902.137,99.144,7e-05,-0.00798
57.041,1788242786.499986,1788242785.597678,-902.309,103.176,7e-05,-0.00798
57.146,1788242786.603528,1788242785.703246,-900.282,105.568,7e-05,-0.00798
57.249,1788242786.706666,1788242785.805412,-901.255,102.166,7e-05,-0.00798
57.356,1788242786.810941,1788242785.912531,-898.41,107.119,7e-05,-0.00798
57.455,1788242786.912915,1788242786.012097,-900.818,99.566,7e-05,-0.00798
57.558,1788242787.016141,1788242786.114715,-901.426,102.618,7e-05,-0.00798
57.662,1788242787.120297,1788242786.218448,-901.849,103.733,7e-05,-0.00798
57.828,1788242787.22349,1788242786.384941,-838.549,166.493,7e-05,-0.00798
57.932,1788242787.32645,1788242786.489069,-837.382,104.128,7e-05,-0.00798
58.024,1788242787.429239,1788242786.58069,-848.548,91.622,7e-05,-0.00798
58.09,1788242787.532419,1788242786.646807,-885.613,66.116,7e-05,-0.00798
58.176,1788242787.6357,1788242786.732506,-903.194,85.699,7e-05,-0.00798
58.28,1788242787.739395,1788242786.837277,-902.117,104.771,7e-05,-0.00798
58.383,1788242787.842543,1788242786.939779,-902.764,102.502,7e-05,-0.00798
58.553,1788242787.946154,1788242787.109727,-836.427,169.948,7e-05,-0.00798
58.626,1788242788.049126,1788242787.183136,-865.99,73.41,7e-05,-0.00798
58.72,1788242788.153034,1788242787.276632,-876.402,93.496,7e-05,-0.00798
58.795,1788242788.255507,1788242787.352033,-903.474,75.401,7e-05,-0.00798
58.904,1788242788.359061,1788242787.4609,-898.161,108.867,7e-05,-0.00798
59.003,1788242788.462848,1788242787.559814,-903.034,98.914,7e-05,-0.00798
59.116,1788242788.565753,1788242787.672478,-893.275,112.664,7e-05,-0.00798
59.209,1788242788.668865,1788242787.765598,-903.267,93.12,7e-05,-0.00798
59.315,1788242788.772336,1788242787.871761,-900.575,106.163,7e-05,-0.00798
59.417,1788242788.875693,1788242787.974135,-901.559,102.373,7e-05,-0.00798
59.576,1788242788.978358,1788242788.132951,-845.407,158.816,7e-05,-0.00798
59.721,1788242789.081743,1788242788.27733,-804.413,144.38,7e-05,-0.00798
59.859,1788242789.184818,1788242788.415928,-768.89,138.597,7e-05,-0.00798
59.884,1788242789.287953,1788242788.441204,-846.749,25.276,7e-05,-0.00798
59.954,1788242789.391461,1788242788.511237,-880.225,70.032,7e-05,-0.00798
60.036,1788242789.494584,1788242788.592914,-901.67,81.678,7e-05,-0.00798
60.141,1788242789.598082,1788242788.698063,-900.02,105.148,7e-05,-0.00798
60.242,1788242789.701836,1788242788.798757,-903.079,100.694,7e-05,-0.00798
60.346,1788242789.805105,1788242788.902703,-902.402,103.946,7e-05,-0.00798
60.449,1788242789.908305,1788242789.005638,-902.667,102.935,7e-05,-0.00798
60.556,1788242790.011398,1788242789.112626,-898.772,106.988,7e-05,-0.00798
60.655,1788242790.114691,1788242789.211935,-902.756,99.309,7e-05,-0.00798
60.758,1788242790.218824,1788242789.315225,-903.599,103.29,7e-05,-0.00798
60.865,1788242790.321056,1788242789.421839,-899.217,106.614,7e-05,-0.00798
60.967,1788242790.424612,1788242789.523469,-901.143,101.63,7e-05,-0.00798
61.069,1788242790.528115,1788242789.626045,-902.069,102.577,7e-05,-0.00798
61.172,1788242790.631562,1788242789.728863,-902.699,102.818,7e-05,-0.00798
61.278,1788242790.734657,1788242789.835097,-899.559,106.234,7e-05,-0.00798
61.38,1788242790.838654,1788242789.937052,-901.602,101.955,7e-05,-0.00798
61.485,1788242790.941242,1788242790.041865,-899.377,104.812,7e-05,-0.00798
61.585,1788242791.044447,1788242790.14174,-902.707,99.875,7e-05,-0.00798
61.688,1788242791.147812,1788242790.244764,-903.048,103.024,7e-05,-0.00798
61.793,1788242791.250955,1788242790.34938,-901.575,104.616,7e-05,-0.00798
61.895,1788242791.354031,1788242790.451722,-902.309,102.342,7e-05,-0.00798
62.002,1788242791.45732,1788242790.558721,-898.599,107.0,7e-05,-0.00798
62.104,1788242791.560599,1788242790.660637,-899.962,101.915,7e-05,-0.00798
62.209,1788242791.663816,1788242790.76567,-898.146,105.034,7e-05,-0.00798
62.314,1788242791.767256,1788242790.871177,-896.079,105.507,7e-05,-0.00798
